method,family,size,sample,SP,modeler,TC,column
reg,PF07679.19,20000,8,53.5,78.8,9.0,10.2
reg,PF07679.19,20000,9,53.2,79.7,7.0,7.9
reg,PF07679.19,300000,0,44.6,72.9,5.0,5.6
reg,PF07679.19,300000,1,43.3,75.1,2.0,2.3
reg,PF07679.19,300000,2,40.2,82.2,4.0,4.5
reg,PF07679.19,300000,3,34.3,72.0,0.0,0.0
reg,PF00005.30,300000,4,39.2,76.3,4.4,7.3
reg,PF07679.19,300000,4,44.7,77.5,6.0,6.8
reg,PF07679.19,300000,5,36.4,67.0,4.0,4.5
reg,PF07679.19,300000,6,42.1,76.8,0.0,0.0
reg,PF07679.19,300000,7,30.1,61.8,0.0,0.0
reg,PF07679.19,300000,8,47.2,78.9,6.0,6.8
reg,PF07679.19,300000,9,45.1,75.7,2.0,2.3
reg,PF07679.19,48,0,90.1,91.5,44.0,49.6
reg,PF07679.19,500000,0,36.4,70.8,5.0,5.6
reg,PF07679.19,500000,1,40.3,77.4,0.0,0.0
reg,PF07679.19,500000,2,46.0,81.1,6.0,6.8
reg,PF00005.30,300000,5,39.1,82.3,4.4,7.3
reg,PF07679.19,500000,3,39.4,76.5,2.0,2.3
reg,PF07679.19,500000,4,43.3,77.2,7.0,7.9
reg,PF07679.19,500000,5,42.7,78.6,4.0,4.5
reg,PF07679.19,500000,6,49.2,79.2,1.0,1.1
reg,PF07679.19,500000,7,40.5,74.1,0.0,0.0
reg,PF07679.19,500000,8,44.4,79.9,3.0,3.4
reg,PF07679.19,500000,9,45.0,77.6,1.0,1.1
reg,PF07679.19,50000,0,56.2,78.0,3.0,3.4
reg,PF07679.19,50000,1,58.8,82.4,8.0,9.0
reg,PF07679.19,50000,2,45.6,75.9,0.0,0.0
reg,PF00005.30,300000,6,44.0,81.3,14.7,24.1
reg,PF07679.19,50000,3,56.8,80.3,10.0,11.3
reg,PF07679.19,50000,4,46.4,77.0,4.0,4.5
reg,PF07679.19,50000,5,46.2,81.1,5.0,5.6
reg,PF07679.19,50000,6,53.3,81.0,1.0,1.1
reg,PF07679.19,50000,7,52.4,78.0,4.0,4.5
reg,PF07679.19,50000,8,54.1,76.3,1.0,1.1
reg,PF07679.19,50000,9,54.4,79.8,0.0,0.0
reg,PF07690.19,100000,0,2.1,10.7,0.0,0.0
reg,PF07690.19,100000,1,2.3,11.7,0.0,0.0
reg,PF07690.19,100000,2,2.2,12.4,0.0,0.0
reg,PF00005.30,300000,7,42.4,81.4,4.4,7.3
reg,PF07690.19,100000,3,1.2,8.9,0.0,0.0
reg,PF07690.19,100000,4,1.6,12.4,0.0,0.0
reg,PF07690.19,100000,5,1.5,10.2,0.0,0.0
reg,PF07690.19,100000,6,1.9,13.5,0.0,0.0
reg,PF07690.19,100000,7,1.5,12.2,0.0,0.0
reg,PF07690.19,100000,8,1.2,9.7,0.0,0.0
reg,PF07690.19,100000,9,1.4,12.3,0.0,0.0
reg,PF07690.19,10000,0,5.8,17.8,0.0,0.0
reg,PF07690.19,10000,1,6.3,18.5,0.0,0.0
reg,PF07690.19,10000,2,4.8,16.0,0.0,0.0
reg,PF00005.30,300000,8,42.6,80.9,9.8,16.1
reg,PF07690.19,10000,3,4.6,14.8,0.0,0.0
reg,PF07690.19,10000,4,5.1,16.6,0.1,0.0
reg,PF07690.19,10000,5,5.7,19.2,0.0,0.0
reg,PF07690.19,10000,6,4.7,14.7,0.0,0.0
reg,PF07690.19,10000,7,4.9,17.6,0.0,0.0
reg,PF07690.19,10000,8,6.3,19.1,0.0,0.0
reg,PF07690.19,10000,9,4.5,14.7,0.0,0.0
reg,PF07690.19,1500,0,14.1,25.8,0.0,0.0
reg,PF07690.19,1500,1,14.6,26.1,0.0,0.0
reg,PF07690.19,1500,2,17.5,28.9,0.0,0.0
reg,PF00005.30,300000,9,39.9,78.9,7.6,12.4
reg,PF07690.19,1500,3,17.1,28.4,0.0,0.0
reg,PF07690.19,1500,4,13.5,24.9,0.6,0.0
reg,PF07690.19,1500,5,13.1,24.3,0.6,0.0
reg,PF07690.19,1500,6,14.3,25.7,0.0,0.0
reg,PF07690.19,1500,7,14.5,26.4,0.1,0.0
reg,PF07690.19,1500,8,12.1,23.2,0.0,0.0
reg,PF07690.19,1500,9,15.7,27.1,0.0,0.0
reg,PF07690.19,192,0,26.8,35.6,0.0,0.0
reg,PF00005.30,100000,6,42.3,83.7,8.9,14.6
reg,PF00005.30,500000,0,41.1,79.7,6.7,11.0
reg,PF07690.19,20000,0,4.0,15.5,0.0,0.0
reg,PF07690.19,20000,1,4.3,15.1,0.0,0.0
reg,PF00005.30,500000,1,41.1,81.8,8.9,14.6
reg,PF07690.19,20000,2,3.6,15.6,0.0,0.0
reg,PF07690.19,20000,3,4.2,16.3,0.0,0.0
reg,PF07690.19,20000,4,3.7,13.9,0.0,0.0
reg,PF07690.19,20000,5,3.6,15.1,0.0,0.0
reg,PF07690.19,20000,6,4.0,14.5,0.0,0.0
reg,PF07690.19,20000,7,4.9,18.0,0.0,0.0
reg,PF07690.19,20000,8,3.5,14.1,0.0,0.0
reg,PF07690.19,20000,9,3.0,12.5,0.0,0.0
reg,PF00005.30,500000,2,41.8,81.8,10.2,16.8
reg,PF00005.30,500000,3,41.7,81.7,13.8,22.7
reg,PF07690.19,50000,0,2.3,15.0,0.0,0.0
reg,PF07690.19,50000,1,2.6,12.7,0.0,0.0
reg,PF07690.19,50000,2,4.2,18.8,0.0,0.0
reg,PF07690.19,50000,3,2.6,14.2,0.0,0.0
reg,PF07690.19,50000,4,1.6,10.5,0.0,0.0
reg,PF07690.19,50000,5,2.5,13.8,0.0,0.0
reg,PF07690.19,50000,6,2.2,12.0,0.0,0.0
reg,PF07690.19,50000,7,1.8,11.2,0.0,0.0
reg,PF07690.19,50000,8,4.5,18.4,0.0,0.0
reg,PF07690.19,50000,9,1.7,12.1,0.0,0.0
reg,PF00005.30,500000,4,43.3,82.3,10.2,16.8
reg,PF12796.10,100000,0,15.8,33.9,0.0,0.0
reg,PF12796.10,100000,1,20.7,37.0,0.0,0.0
reg,PF12796.10,100000,2,15.5,35.8,0.0,0.0
reg,PF12796.10,100000,3,18.1,37.6,0.0,0.0
reg,PF12796.10,100000,4,22.3,40.7,0.0,0.0
reg,PF12796.10,100000,5,12.9,32.8,0.0,0.0
reg,PF12796.10,100000,6,18.5,39.5,0.0,0.0
reg,PF12796.10,100000,7,18.0,39.7,0.0,0.0
reg,PF12796.10,100000,8,13.9,32.9,0.0,0.0
reg,PF12796.10,100000,9,11.9,30.3,0.0,0.0
reg,PF00005.30,500000,5,43.4,79.2,7.1,11.7
reg,PF12796.10,10000,0,23.7,39.0,0.0,0.0
reg,PF12796.10,10000,1,36.0,49.3,0.0,0.0
reg,PF12796.10,10000,2,27.5,45.3,0.0,0.0
reg,PF12796.10,10000,3,37.2,49.3,0.0,0.0
reg,PF12796.10,10000,4,28.4,43.0,0.0,0.0
reg,PF12796.10,10000,5,35.1,48.3,0.0,0.0
reg,PF12796.10,10000,6,28.6,41.8,0.0,0.0
reg,PF12796.10,10000,7,37.2,49.3,0.0,0.0
reg,PF12796.10,10000,8,37.6,52.3,0.0,0.0
reg,PF12796.10,10000,9,33.5,47.9,0.0,0.0
reg,PF00005.30,500000,6,41.3,82.5,8.9,14.6
reg,PF12796.10,1500,0,39.5,47.0,0.0,0.0
reg,PF12796.10,1500,1,40.2,47.2,0.0,0.0
reg,PF12796.10,1500,2,46.3,52.6,0.0,0.0
reg,PF12796.10,1500,3,46.0,51.8,0.0,0.0
reg,PF12796.10,1500,4,47.2,52.8,0.0,0.0
reg,PF12796.10,1500,5,47.8,53.5,0.0,0.0
reg,PF12796.10,1500,6,48.8,52.9,0.0,0.0
reg,PF12796.10,1500,7,50.5,55.6,0.0,0.0
reg,PF12796.10,1500,8,45.1,51.3,0.0,0.0
reg,PF12796.10,1500,9,52.2,55.7,0.0,0.0
reg,PF00005.30,500000,7,39.5,82.3,0.4,0.7
reg,PF12796.10,184,0,60.6,59.5,0.0,0.0
reg,PF12796.10,200000,0,17.0,37.1,0.0,0.0
reg,PF12796.10,200000,1,11.0,28.4,0.0,0.0
reg,PF12796.10,200000,2,16.7,37.8,0.0,0.0
reg,PF12796.10,200000,3,16.1,37.5,0.4,0.0
reg,PF12796.10,200000,4,18.0,40.6,0.0,0.0
reg,PF12796.10,200000,5,20.2,39.9,0.0,0.0
reg,PF12796.10,200000,6,18.1,39.9,0.0,0.0
reg,PF12796.10,200000,7,17.2,36.6,0.0,0.0
reg,PF12796.10,200000,8,14.7,34.6,0.0,0.0
reg,PF00005.30,500000,8,41.9,82.9,12.9,21.2
reg,PF12796.10,200000,9,19.1,43.2,0.0,0.0
reg,PF12796.10,20000,0,25.3,41.2,0.0,0.0
reg,PF12796.10,20000,1,27.4,42.4,0.0,0.0
reg,PF12796.10,20000,2,27.7,41.2,0.0,0.0
reg,PF12796.10,20000,3,21.1,34.0,0.0,0.0
reg,PF12796.10,20000,4,27.1,41.8,0.0,0.0
reg,PF12796.10,20000,5,27.1,44.9,0.0,0.0
reg,PF12796.10,20000,6,28.1,44.4,0.0,0.0
reg,PF12796.10,20000,7,31.4,47.1,0.0,0.0
reg,PF12796.10,20000,8,31.5,47.0,0.0,0.0
reg,PF00005.30,500000,9,40.6,80.4,5.3,8.8
reg,PF12796.10,20000,9,34.6,49.0,0.0,0.0
reg,PF12796.10,300000,0,13.3,38.0,0.0,0.0
reg,PF12796.10,300000,1,12.7,33.5,0.0,0.0
reg,PF12796.10,300000,2,16.7,38.9,0.0,0.0
reg,PF12796.10,300000,3,9.1,32.4,0.0,0.0
reg,PF12796.10,300000,4,18.3,39.8,0.0,0.0
reg,PF12796.10,300000,5,12.2,34.0,0.0,0.0
reg,PF12796.10,300000,6,19.0,41.6,0.0,0.0
reg,PF12796.10,300000,7,20.3,42.5,0.0,0.0
reg,PF12796.10,300000,8,16.5,38.7,0.0,0.0
reg,PF00005.30,100000,7,48.3,79.5,12.0,19.7
reg,PF00005.30,50000,0,44.9,73.2,8.0,13.2
reg,PF12796.10,300000,9,10.4,28.4,0.0,0.0
reg,PF00005.30,50000,1,45.5,79.1,11.6,19.0
reg,PF12796.10,50000,0,22.8,38.4,0.0,0.0
reg,PF12796.10,50000,1,25.6,42.3,0.0,0.0
reg,PF12796.10,50000,2,22.3,38.3,0.0,0.0
reg,PF12796.10,50000,3,19.1,39.7,0.4,0.0
reg,PF12796.10,50000,4,20.9,39.8,0.0,0.0
reg,PF12796.10,50000,5,23.0,39.3,0.0,0.0
reg,PF12796.10,50000,6,26.5,43.4,0.0,0.0
reg,PF12796.10,50000,7,17.9,37.2,0.0,0.0
reg,PF12796.10,50000,8,27.8,46.6,0.0,0.0
reg,PF00005.30,50000,2,47.1,79.0,9.8,16.1
reg,PF12796.10,50000,9,24.5,42.1,0.0,0.0
reg,PF13855.9,100000,0,62.4,81.5,0.0,0.0
reg,PF13855.9,100000,1,57.3,77.6,0.0,0.0
reg,PF13855.9,100000,2,54.6,75.4,0.0,0.0
reg,PF13855.9,100000,3,56.3,76.6,0.0,0.0
reg,PF13855.9,100000,4,47.3,66.7,0.0,0.0
reg,PF13855.9,100000,5,47.2,68.0,0.0,0.0
reg,PF13855.9,100000,6,47.8,69.2,0.0,0.0
reg,PF13855.9,100000,7,65.4,82.9,4.6,5.0
reg,PF13855.9,100000,8,65.6,81.5,0.0,0.0
reg,PF00005.30,50000,3,48.6,78.5,15.1,24.9
reg,PF13855.9,100000,9,56.0,74.1,0.0,0.0
reg,PF13855.9,10000,0,74.8,86.3,0.0,0.0
reg,PF13855.9,10000,1,65.5,79.6,0.0,0.0
reg,PF13855.9,10000,2,65.7,80.8,0.0,0.0
reg,PF13855.9,10000,3,74.9,86.9,0.0,0.0
reg,PF13855.9,10000,4,51.2,67.8,0.0,0.0
reg,PF13855.9,10000,5,66.7,81.2,0.0,0.0
reg,PF13855.9,10000,6,66.7,80.7,0.0,0.0
reg,PF13855.9,10000,7,74.6,86.6,0.0,0.0
reg,PF13855.9,10000,8,61.8,77.9,0.0,0.0
reg,PF00005.30,50000,4,49.6,79.6,15.6,24.9
reg,PF13855.9,10000,9,68.3,81.5,0.0,0.0
reg,PF13855.9,1500,0,78.7,87.5,0.0,0.0
reg,PF13855.9,1500,1,79.0,87.0,0.0,0.0
reg,PF13855.9,1500,2,79.7,86.6,0.0,0.0
reg,PF13855.9,1500,3,75.6,84.8,0.0,0.0
reg,PF13855.9,1500,4,88.0,92.0,26.2,28.2
reg,PF13855.9,1500,5,77.9,85.4,0.0,0.0
reg,PF13855.9,1500,6,74.8,82.7,0.0,0.0
reg,PF13855.9,1500,7,81.7,88.1,0.0,0.0
reg,PF13855.9,1500,8,80.8,87.8,0.0,0.0
reg,PF00005.30,50000,5,44.9,76.8,11.6,19.0
reg,PF13855.9,1500,9,77.4,85.7,0.0,0.0
reg,PF13855.9,200000,0,54.0,76.0,0.0,0.0
reg,PF13855.9,200000,1,60.3,79.2,0.0,0.0
reg,PF13855.9,200000,2,44.6,64.8,0.0,0.0
reg,PF13855.9,200000,3,58.9,81.9,0.0,0.0
reg,PF13855.9,200000,4,66.6,83.6,15.4,16.6
reg,PF13855.9,200000,5,55.0,74.8,0.0,0.0
reg,PF13855.9,200000,6,58.7,80.3,0.0,0.0
reg,PF13855.9,200000,7,53.0,75.5,0.0,0.0
reg,PF13855.9,200000,8,48.1,73.8,0.0,0.0
reg,PF00005.30,50000,6,48.4,79.4,15.1,24.9
reg,PF13855.9,200000,9,68.6,86.2,4.6,5.0
reg,PF13855.9,20000,0,51.9,68.7,0.0,0.0
reg,PF13855.9,20000,1,67.0,80.9,0.0,0.0
reg,PF13855.9,20000,2,72.7,85.8,9.2,10.0
reg,PF13855.9,20000,3,62.9,78.1,0.0,0.0
reg,PF13855.9,20000,4,63.3,81.1,0.0,0.0
reg,PF13855.9,20000,5,58.8,78.4,0.0,0.0
reg,PF13855.9,20000,6,60.9,79.4,0.0,0.0
reg,PF13855.9,20000,7,67.5,82.1,0.0,0.0
reg,PF13855.9,20000,8,57.4,73.6,0.0,0.0
reg,PF00005.30,50000,7,43.6,77.8,12.9,21.2
reg,PF13855.9,20000,9,71.2,84.7,0.0,0.0
reg,PF13855.9,300000,0,47.9,71.4,0.0,0.0
reg,PF13855.9,300000,1,49.5,74.0,0.0,0.0
reg,PF13855.9,300000,2,50.9,73.2,0.0,0.0
reg,PF13855.9,300000,3,48.1,73.1,0.0,0.0
reg,PF13855.9,300000,4,60.8,81.2,0.0,0.0
reg,PF13855.9,300000,5,47.1,72.6,0.0,0.0
reg,PF13855.9,300000,6,44.4,72.5,0.0,0.0
reg,PF13855.9,300000,7,48.5,74.5,0.0,0.0
reg,PF13855.9,300000,8,51.9,71.9,0.0,0.0
reg,PF00005.30,50000,8,44.4,74.7,10.2,16.8
reg,PF13855.9,300000,9,46.2,66.6,0.0,0.0
reg,PF13855.9,500000,0,50.0,72.3,0.0,0.0
reg,PF13855.9,500000,1,48.3,70.7,0.0,0.0
reg,PF13855.9,500000,2,52.4,76.2,0.0,0.0
reg,PF13855.9,500000,3,58.7,83.5,0.0,0.0
reg,PF13855.9,500000,4,56.4,79.6,0.0,0.0
reg,PF13855.9,500000,5,44.6,68.2,0.0,0.0
reg,PF13855.9,500000,6,49.5,72.6,0.0,0.0
reg,PF13855.9,500000,8,57.3,79.4,0.0,0.0
reg,PF00005.30,50000,9,47.8,78.5,12.4,20.5
reg,PF13855.9,50000,0,53.7,77.3,0.0,0.0
reg,PF13855.9,50000,1,59.2,75.2,0.0,0.0
reg,PF13855.9,50000,2,52.6,75.3,0.0,0.0
reg,PF13855.9,50000,3,65.5,82.5,0.0,0.0
reg,PF13855.9,50000,4,64.6,82.5,0.0,0.0
reg,PF13855.9,50000,5,42.8,63.7,0.0,0.0
reg,PF13855.9,50000,6,60.7,78.6,0.0,0.0
reg,PF13855.9,50000,7,60.3,78.8,0.0,0.0
reg,PF13855.9,50000,8,64.6,81.1,0.0,0.0
reg,PF00005.30,100000,8,42.6,81.7,12.4,20.5
reg,PF00005.30,55,0,69.6,76.5,27.1,44.6
reg,PF13855.9,50000,9,62.6,79.4,0.0,0.0
reg,PF13855.9,62,0,95.0,95.9,44.6,48.1
reg,PF00041.24,100000,0,44.4,73.4,0.0,0.0
reg,PF00041.24,100000,1,39.4,67.0,0.0,0.0
reg,PF00041.24,100000,2,40.1,70.5,0.0,0.0
reg,PF00041.24,100000,3,37.1,68.2,4.6,6.3
reg,PF00041.24,100000,4,43.2,70.1,0.0,0.0
reg,PF00041.24,100000,5,44.7,74.5,0.0,0.0
reg,PF00041.24,100000,6,41.1,68.8,0.0,0.0
reg,PF00041.24,100000,7,38.7,71.6,0.9,1.3
reg,PF00041.24,100000,8,44.6,70.9,0.0,0.0
reg,PF00005.30,100000,9,46.8,80.4,12.9,21.2
reg,PF00041.24,100000,9,45.1,73.5,4.6,6.3
reg,PF00041.24,10000,0,51.0,74.3,0.0,0.0
reg,PF00041.24,10000,1,49.8,72.5,3.7,5.1
reg,PF00041.24,10000,2,50.0,72.1,0.0,0.0
reg,PF00041.24,10000,3,47.4,69.6,0.9,1.3
reg,PF00041.24,10000,4,49.1,74.5,0.0,0.0
reg,PF00041.24,10000,5,47.2,71.6,3.7,5.1
reg,PF00041.24,10000,6,53.1,72.0,0.0,0.0
reg,PF00041.24,10000,7,48.7,72.1,0.0,0.0
reg,PF00041.24,10000,8,49.0,70.4,0.0,0.0
reg_accurate,PF00005.30,100000,0,54.8,80.0,16.4,27.0
reg_accurate,PF00005.30,100000,1,59.6,79.4,18.7,30.7
reg_accurate,PF00005.30,10000,0,62.4,76.2,16.4,27.0
reg_accurate,PF00041.24,10000,9,64.4,80.9,14.7,20.3
reg_accurate,PF00041.24,1500,0,68.9,80.8,14.7,20.3
reg_accurate,PF00041.24,1500,1,68.4,78.2,11.0,15.2
reg_accurate,PF00041.24,1500,2,64.8,77.7,6.4,8.9
reg_accurate,PF00041.24,1500,3,66.4,78.8,11.9,16.5
reg_accurate,PF00041.24,1500,4,71.3,80.2,11.0,15.2
reg_accurate,PF00041.24,1500,5,69.7,80.2,12.8,17.7
reg_accurate,PF00041.24,1500,6,66.8,79.1,16.5,22.8
reg_accurate,PF00041.24,1500,7,67.4,76.8,4.6,6.3
reg_accurate,PF00041.24,1500,8,68.6,80.2,20.2,27.8
reg_accurate,PF00005.30,10000,1,62.6,76.8,21.8,35.8
reg_accurate,PF00041.24,1500,9,70.3,81.5,18.3,25.3
reg_accurate,PF00041.24,200000,0,60.1,77.8,9.2,12.7
reg_accurate,PF00041.24,200000,1,66.1,80.7,3.7,5.1
reg_accurate,PF00041.24,200000,2,64.8,82.2,15.6,21.5
reg_accurate,PF00041.24,200000,3,66.2,82.4,14.7,20.3
reg_accurate,PF00041.24,200000,4,62.3,77.2,10.1,13.9
reg_accurate,PF00041.24,200000,5,61.3,78.3,9.2,12.7
reg_accurate,PF00041.24,200000,6,64.0,82.4,13.8,19.0
reg_accurate,PF00041.24,200000,7,66.5,80.7,8.3,11.4
reg_accurate,PF00041.24,200000,8,67.5,81.2,14.7,20.3
reg_accurate,PF00005.30,10000,2,65.8,78.8,18.2,30.0
reg_accurate,PF00041.24,200000,9,62.7,81.4,10.1,13.9
reg_accurate,PF00041.24,20000,0,64.7,78.8,7.3,10.1
reg_accurate,PF00041.24,20000,1,66.2,79.6,14.7,20.3
reg_accurate,PF00041.24,20000,2,65.8,80.1,10.1,13.9
reg_accurate,PF00041.24,20000,3,62.4,79.1,12.8,17.7
reg_accurate,PF00041.24,20000,4,63.7,77.6,8.3,11.4
reg_accurate,PF00041.24,20000,5,68.3,81.3,10.1,13.9
reg_accurate,PF00041.24,20000,6,62.8,73.9,15.6,21.5
reg_accurate,PF00041.24,20000,7,62.2,77.2,10.1,13.9
reg_accurate,PF00041.24,20000,8,66.6,82.5,11.9,16.5
reg_accurate,PF00005.30,10000,3,62.6,77.1,19.6,32.2
reg_accurate,PF00041.24,20000,9,66.9,82.6,12.8,17.7
reg_accurate,PF00041.24,300000,0,56.2,75.8,9.2,12.7
reg_accurate,PF00041.24,300000,1,63.9,78.4,13.8,19.0
reg_accurate,PF00041.24,300000,2,60.3,80.1,5.5,7.6
reg_accurate,PF00041.24,300000,3,63.9,80.4,14.7,20.3
reg_accurate,PF00041.24,300000,4,63.6,79.5,11.0,15.2
reg_accurate,PF00041.24,300000,5,58.6,79.0,9.2,12.7
reg_accurate,PF00041.24,300000,6,60.5,81.2,16.5,22.8
reg_accurate,PF00041.24,300000,7,61.2,79.1,11.9,16.5
reg_accurate,PF00041.24,300000,8,61.9,79.8,9.2,12.7
reg_accurate,PF00005.30,10000,4,64.7,77.7,19.6,32.2
reg_accurate,PF00041.24,300000,9,64.0,79.6,12.8,17.7
reg_accurate,PF00041.24,500000,0,57.2,77.4,0.0,0.0
reg_accurate,PF00041.24,500000,1,67.3,84.0,17.4,24.1
reg_accurate,PF00041.24,500000,2,64.0,81.1,11.9,16.5
reg_accurate,PF00041.24,500000,3,60.0,79.7,14.7,20.3
reg_accurate,PF00041.24,500000,4,65.8,82.3,2.8,3.8
reg_accurate,PF00041.24,500000,5,60.2,79.6,0.0,0.0
reg_accurate,PF00041.24,500000,6,59.3,78.8,13.8,19.0
reg_accurate,PF00041.24,500000,7,66.0,80.2,7.3,10.1
reg_accurate,PF00041.24,500000,8,59.3,77.5,0.0,0.0
reg_accurate,PF00005.30,10000,5,55.3,77.6,20.0,32.9
reg_accurate,PF00041.24,500000,9,60.4,79.4,11.0,15.2
reg_accurate,PF00041.24,50000,0,64.3,79.0,4.6,6.3
reg_accurate,PF00041.24,50000,1,65.6,82.8,18.3,25.3
reg_accurate,PF00041.24,50000,2,64.5,80.7,13.8,19.0
reg_accurate,PF00041.24,50000,3,66.9,81.5,13.8,19.0
reg_accurate,PF00041.24,50000,4,62.9,80.6,15.6,21.5
reg_accurate,PF00041.24,50000,5,67.2,81.7,12.8,17.7
reg_accurate,PF00041.24,50000,6,54.0,75.6,4.6,5.1
reg_accurate,PF00041.24,50000,7,65.6,80.5,15.6,21.5
reg_accurate,PF00041.24,50000,8,63.7,79.4,4.6,6.3
reg_accurate,PF00005.30,10000,6,57.7,74.4,14.7,24.1
reg_accurate,PF00041.24,50000,9,64.8,81.8,10.1,13.9
reg_accurate,PF00041.24,98,0,82.7,83.8,19.3,25.3
reg_accurate,PF00069.28,100000,0,71.4,85.5,23.6,37.4
reg_accurate,PF00069.28,100000,1,73.1,85.0,17.9,28.2
reg_accurate,PF00069.28,100000,2,72.6,86.0,22.8,36.2
reg_accurate,PF00069.28,100000,3,74.6,84.9,13.5,21.3
reg_accurate,PF00069.28,100000,4,74.5,86.2,19.2,30.4
reg_accurate,PF00069.28,100000,5,75.7,85.3,20.2,32.1
reg_accurate,PF00069.28,100000,6,76.7,85.3,18.7,29.2
reg_accurate,PF00069.28,100000,7,68.9,84.2,20.7,32.3
reg_accurate,PF00005.30,10000,7,60.4,77.5,14.7,24.1
reg_accurate,PF00069.28,100000,8,74.4,86.7,19.4,29.8
reg_accurate,PF00069.28,100000,9,67.4,87.2,16.3,25.7
reg_accurate,PF00069.28,10000,0,77.2,83.9,18.7,29.5
reg_accurate,PF00069.28,10000,1,74.5,86.1,15.3,24.1
reg_accurate,PF00069.28,10000,2,78.1,85.3,26.4,40.8
reg_accurate,PF00069.28,10000,3,75.0,83.5,7.0,10.8
reg_accurate,PF00069.28,10000,4,75.3,84.4,10.9,16.8
reg_accurate,PF00069.28,10000,5,74.4,84.6,20.7,32.8
reg_accurate,PF00069.28,10000,6,68.6,83.0,9.1,14.1
reg_accurate,PF00069.28,10000,7,75.1,84.7,24.6,38.5
reg_accurate,PF00005.30,10000,8,64.1,77.0,22.2,36.6
reg_accurate,PF00069.28,10000,8,73.4,85.1,23.3,37.0
reg_accurate,PF00069.28,10000,9,73.3,84.1,18.7,29.6
reg_accurate,PF00069.28,1500,0,75.9,84.9,17.9,27.7
reg_accurate,PF00069.28,1500,1,79.1,85.2,8.0,12.9
reg_accurate,PF00069.28,1500,2,80.1,84.6,29.0,43.6
reg_accurate,PF00069.28,1500,3,77.5,82.7,19.2,30.4
reg_accurate,PF00069.28,1500,4,79.3,84.8,16.6,25.3
reg_accurate,PF00069.28,1500,5,82.0,85.0,29.3,46.4
reg_accurate,PF00069.28,1500,6,75.3,84.1,23.6,37.3
reg_accurate,PF00069.28,1500,7,78.3,86.7,20.5,30.8
reg_accurate,PF00005.30,10000,9,62.0,77.5,16.0,26.3
reg_accurate,PF00069.28,1500,8,74.5,83.3,11.7,17.5
reg_accurate,PF00069.28,1500,9,74.5,82.7,14.5,22.4
reg_accurate,PF00069.28,200000,0,70.6,85.7,9.1,14.5
reg_accurate,PF00069.28,200000,1,68.2,83.6,14.5,22.8
reg_accurate,PF00069.28,200000,2,68.3,82.1,12.7,19.9
reg_accurate,PF00069.28,200000,3,74.2,87.9,19.7,31.3
reg_accurate,PF00069.28,200000,4,72.9,86.2,21.5,33.6
reg_accurate,PF00069.28,200000,5,69.5,84.1,14.5,22.8
reg_accurate,PF00069.28,200000,6,71.2,85.3,15.5,24.6
reg_accurate,PF00069.28,200000,7,75.4,86.0,20.2,30.3
reg_accurate,PF00005.30,100000,2,59.5,81.1,13.3,21.9
reg_accurate,PF00005.30,1500,0,67.8,76.8,19.1,31.4
reg_accurate,PF00069.28,200000,8,71.7,83.9,18.9,29.5
reg_accurate,PF00069.28,200000,9,73.5,85.5,18.4,28.2
reg_accurate,PF00069.28,20000,0,71.8,82.5,7.8,11.2
reg_accurate,PF00069.28,20000,1,70.3,85.1,10.6,16.8
reg_accurate,PF00069.28,20000,2,76.5,85.7,23.6,37.3
reg_accurate,PF00069.28,20000,3,74.8,86.0,17.9,28.4
reg_accurate,PF00069.28,20000,4,74.4,85.9,13.7,21.7
reg_accurate,PF00069.28,20000,5,74.8,84.5,22.0,34.8
reg_accurate,PF00069.28,20000,6,70.5,82.3,12.4,19.7
reg_accurate,PF00069.28,20000,7,75.3,83.3,21.2,33.6
reg_accurate,PF00005.30,1500,1,65.9,77.5,22.2,36.6
reg_accurate,PF00069.28,20000,8,75.7,85.5,23.8,37.4
reg_accurate,PF00069.28,20000,9,78.4,86.1,19.4,29.0
reg_accurate,PF00069.28,300000,0,74.5,85.7,22.5,35.7
reg_accurate,PF00069.28,300000,1,77.8,88.0,24.4,38.6
reg_accurate,PF00069.28,300000,2,69.9,84.8,18.1,28.2
reg_accurate,PF00069.28,300000,3,72.1,85.0,14.2,22.6
reg_accurate,PF00069.28,300000,4,71.9,86.1,19.7,30.7
reg_accurate,PF00069.28,300000,5,72.9,86.5,16.1,25.3
reg_accurate,PF00069.28,300000,6,73.2,84.9,16.6,24.6
reg_accurate,PF00069.28,300000,7,72.5,84.9,16.6,25.7
reg_accurate,PF00005.30,1500,2,47.5,67.4,8.0,13.2
reg_accurate,PF00069.28,300000,8,69.5,82.6,11.7,18.5
reg_accurate,PF00069.28,300000,9,67.9,84.9,8.8,13.7
reg_accurate,PF00069.28,38,0,87.4,85.1,38.6,58.0
reg_accurate,PF00005.30,1500,3,62.3,75.8,20.4,33.6
reg_accurate,PF00069.28,50000,0,71.1,85.4,16.3,25.7
reg_accurate,PF00069.28,50000,1,73.4,85.0,16.6,26.1
reg_accurate,PF00069.28,50000,2,75.8,85.7,18.7,29.1
reg_accurate,PF00069.28,50000,3,75.5,85.2,21.0,33.2
reg_accurate,PF00069.28,50000,4,70.8,86.0,11.4,17.6
reg_accurate,PF00069.28,50000,5,75.4,84.1,21.2,32.9
reg_accurate,PF00069.28,50000,6,74.4,85.4,12.7,20.1
reg_accurate,PF00005.30,1500,4,67.2,78.4,18.2,30.0
